School_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),SAILING,PHYSICAL SPORTS,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),SOFTBALL,PHYSICAL SPORTS,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),ST JOHN BRIGADE,UNIFORMED GROUPS,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),TABLE TENNIS,PHYSICAL SPORTS,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),TAEKWONDO,PHYSICAL SPORTS,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),TRACK AND FIELD,PHYSICAL SPORTS,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,ARTISTIC GYMNASTICS,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,CULTURAL DANCE,VISUAL AND PERFORMING ARTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,INTERNATIONAL CHESS,CLUBS AND SOCIETIES,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,OUTDOOR ADVENTURE,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,ROPE SKIPPING,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,SAILING,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,SPEECH AND DRAMA,CLUBS AND SOCIETIES,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,SWIMMING,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,TABLE TENNIS,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,TAEKWONDO,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,TENNIS,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),DESIGN AND INNOVATION,CLUBS AND SOCIETIES,TINKERS CLUB
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),FLOORBALL,PHYSICAL SPORTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,AUDIO VISUAL LIGHTS
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CIVIL DEFENCE CADET CORPS,UNIFORMED GROUPS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (ATHLETICS),PHYSICAL SPORTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (CANOEING),PHYSICAL SPORTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (WATER POLO),PHYSICAL SPORTS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,ANGKLUNG/KULINTANG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,BADMINTON,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,"ENGLISH LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,ENVIRONMENTCLUB
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,FAITH-BASED CCA,CLUBS AND SOCIETIES,CHRISTIAN FELLOWSHIP
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,GIRLS' BRIGADE,UNIFORMED GROUPS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,HANDBELL ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,INNOVATION CLUB
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,INTERNATIONAL DANCE
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,NETBALL,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,RHYTHMIC GYMNASTICS,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,ROPE SKIPPING,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,STRING ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,TABLE TENNIS,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),CHEERLEADING,CLUBS AND SOCIETIES,STUDENT LEADERSHIP BOARD
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),CHINESE DRAMA,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),"ENGLISH LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),GIRLS' BRIGADE,UNIFORMED GROUPS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),HANDBELL ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),HARP ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),HEALTH AND FITNESS,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),RHYTHMIC GYMNASTICS,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),ST JOHN BRIGADE,UNIFORMED GROUPS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,STUDENT LEADERSHIP BOARD
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),SWIMMING,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),TABLE TENNIS,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),TRACK AND FIELD,PHYSICAL SPORTS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,na
PEI CHUN PUBLIC SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
PEI CHUN PUBLIC SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
PEI CHUN PUBLIC SCHOOL,PRIMARY,CHINESE CALLIGRAPHY AND BRUSH PAINTING,CLUBS AND SOCIETIES,CHINESE INK BRUSH PAINTING
PEI CHUN PUBLIC SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,na
PEI CHUN PUBLIC SCHOOL,PRIMARY,CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
PEI CHUN PUBLIC SCHOOL,PRIMARY,CHINESE WEIQI,CLUBS AND SOCIETIES,na
PEI CHUN PUBLIC SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
PEI CHUN PUBLIC SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,SCIENCE AND GARDENING CLUB
PEI CHUN PUBLIC SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,BROWNIES
PEI CHUN PUBLIC SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,#DIGI.ME CLUB
PEI CHUN PUBLIC SCHOOL,PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,LET'S PLAY SPORTS
PEI CHUN PUBLIC SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
PEI CHUN PUBLIC SCHOOL,PRIMARY,STRATEGY GAMES,CLUBS AND SOCIETIES,STRATEGIC BOARD GAMES
PEI CHUN PUBLIC SCHOOL,PRIMARY,STUDENT LEADERSHIP (HOUSE),OTHERS,STUDENT LEADERSHIP (PAM)
PEI CHUN PUBLIC SCHOOL,PRIMARY,STUDENT LEADERSHIP (PEER SUPPORT),OTHERS,STUDENT LEADERSHIP (PEER SUPPORT)
PEI CHUN PUBLIC SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,STUDENT LEADERSHIP (PREFECTORIAL)
PEI CHUN PUBLIC SCHOOL,PRIMARY,TABLE TENNIS,PHYSICAL SPORTS,na
PEI CHUN PUBLIC SCHOOL,PRIMARY,VOLLEYBALL,PHYSICAL SPORTS,na
PEI CHUN PUBLIC SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,BOYS' BRIGADE,UNIFORMED GROUPS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,CHINESE CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,CHINESE DRUMS,VISUAL AND PERFORMING ARTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,FAITH-BASED CCA,CLUBS AND SOCIETIES,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,GIRLS' BRIGADE,UNIFORMED GROUPS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,RHYTHMIC GYMNASTICS,PHYSICAL SPORTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,TABLE TENNIS,PHYSICAL SPORTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,TCHOUKBALL,PHYSICAL SPORTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),ART AND CRAFTS,CLUBS AND SOCIETIES,PEI HWA ART COUNCIL
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,PEI HWA CHOIR
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,SYMPHONIC BAND
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),FLOORBALL,PHYSICAL SPORTS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,INFOCOMM CLUB
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),JOURNALISM,CLUBS AND SOCIETIES,PEI HWA TIMES
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,DANCE SOCIETY
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CIVIL DEFENCE CADET CORPS,UNIFORMED GROUPS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),OUTDOOR ADVENTURE,PHYSICAL SPORTS,OUTDOOR ACTIVITIES CLUB
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),ROBOTICS,CLUBS AND SOCIETIES,ROBOTICS CLUB
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (ATHLETICS),PHYSICAL SPORTS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (WATER POLO),PHYSICAL SPORTS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),SPEECH AND DRAMA,CLUBS AND SOCIETIES,DRAMA SOCIETY
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT INITIATED ACTIVITIES (CLUBS & SOCIETIES),OTHERS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT INITIATED ACTIVITIES (PHYSICAL SPORTS AND OUTDOORS),OTHERS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT INITIATED ACTIVITIES (VISUAL & PERFORMING ARTS),OTHERS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,STUDENT COUNCIL
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (HOUSE),OTHERS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (PEER SUPPORT),OTHERS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (PREFECT),OTHERS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),TABLE TENNIS,PHYSICAL SPORTS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),TAEKWONDO,PHYSICAL SPORTS,na
PEI HWA SECONDARY SCHOOL,SECONDARY (S1-S5),WUSHU,PHYSICAL SPORTS,na
PEI TONG PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
PEI TONG PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,na
PEI TONG PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
PEI TONG PRIMARY SCHOOL,PRIMARY,BOYS' BRIGADE,UNIFORMED GROUPS,na
PEI TONG PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
PEI TONG PRIMARY SCHOOL,PRIMARY,"ENGLISH LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,na
PEI TONG PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,na
PEI TONG PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
PEI TONG PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,BROWNIES
PEI TONG PRIMARY SCHOOL,PRIMARY,GIRLS' BRIGADE,UNIFORMED GROUPS,na
PEI TONG PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,INFO COMM
PEI TONG PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
PEI TONG PRIMARY SCHOOL,PRIMARY,PERCUSSION ENSEMBLE,VISUAL AND PERFORMING ARTS,na
PEI TONG PRIMARY SCHOOL,PRIMARY,TABLE TENNIS,PHYSICAL SPORTS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),AERO-MODELLING,CLUBS AND SOCIETIES,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),ART AND CRAFTS,CLUBS AND SOCIETIES,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),FLOORBALL,PHYSICAL SPORTS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),GIRL GUIDES,UNIFORMED GROUPS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (SEA),UNIFORMED GROUPS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),SOFTBALL,PHYSICAL SPORTS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (ATHLETICS),PHYSICAL SPORTS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (WATER POLO),PHYSICAL SPORTS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),TABLE TENNIS,PHYSICAL SPORTS,na
PEICAI SECONDARY SCHOOL,SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),ART AND CRAFTS,CLUBS AND SOCIETIES,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),INTERNATIONAL CHESS,CLUBS AND SOCIETIES,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),JUDO,PHYSICAL SPORTS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),ROBOTICS,CLUBS AND SOCIETIES,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),RUGBY,PHYSICAL SPORTS,na
